"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"72359","MADISON, AR",,"G",2,"G",7,"H",31,3,"MADISON","AR","SAINT FRANCIS"
"72360","MARIANNA, AR",,"G",830,"G",5339,"G",22732,109,"MARIANNA","AR","LEE"
"72364","MARION, AR",,"G",2350,"G",15894,"G",64718,197,"MARION","AR","CRITTENDEN"
"72365","MARKED TREE, AR",,"G",641,"G",5487,"G",16997,60,"MARKED TREE","AR","POINSETT"
"72366","MARVELL, AR",,"G",288,"G",1898,"H",9978,46,"MARVELL","AR","PHILLIPS"
"72367","MELLWOOD, AR","A","D",0,"D",0,"D",0,2,"MELLWOOD","AR","PHILLIPS"
"72368","MORO, AR",,"G",45,"G",394,"G",1822,12,"MORO","AR","LEE"
"72369","ONEIDA, AR","A","D",0,"D",0,"D",0,2,"ONEIDA","AR","PHILLIPS"
"72370","OSCEOLA, AR",,"H",4212,"G",32556,"G",133434,166,"OSCEOLA","AR","MISSISSIPPI"
"72372","PALESTINE, AR",,"H",147,"H",891,"H",3844,27,"PALESTINE","AR","SAINT FRANCIS"
"72373","PARKIN, AR",,"G",134,"G",813,"G",3763,19,"PARKIN","AR","CROSS"
"72374","POPLAR GROVE, AR","B","D",0,"D",0,"D",0,6,"POPLAR GROVE","AR","PHILLIPS"
"72376","PROCTOR, AR",,"G",30,"G",431,"G",1776,8,"PROCTOR","AR","CRITTENDEN"
"72384","TURRELL, AR","B","S",0,"S",0,"G",306,8,"TURRELL","AR","CRITTENDEN"
"72386","TYRONZA, AR",,"G",21,"G",93,"G",513,9,"TYRONZA","AR","POINSETT"
"72389","WABASH, AR",,"H",22,"G",197,"H",1198,3,"WABASH","AR","PHILLIPS"
"72390","WEST HELENA, AR",,"G",1931,"G",10965,"G",44425,176,"WEST HELENA","AR","PHILLIPS"
"72392","WHEATLEY, AR",,"G",120,"G",696,"G",4255,13,"WHEATLEY","AR","SAINT FRANCIS"
"72394","WIDENER, AR",,"G",18,"G",44,"G",198,3,"WIDENER","AR","SAINT FRANCIS"
"72395","WILSON, AR",,"G",227,"G",1337,"G",5613,21,"WILSON","AR","MISSISSIPPI"
"72396","WYNNE, AR",,"G",3777,"G",24973,"G",103869,317,"WYNNE","AR","CROSS"
"72401","JONESBORO, AR",,"G",29986,"G",242878,"G",1027180,1729,"JONESBORO","AR","CRAIGHEAD"
"72402","JONESBORO, AR",,"H",258,"H",2631,"H",10849,21,"JONESBORO","AR","CRAIGHEAD"
"72403","JONESBORO, AR",,"G",979,"G",15100,"G",49714,54,"JONESBORO","AR","CRAIGHEAD"
"72404","JONESBORO, AR",,"G",4739,"G",35149,"G",153390,394,"JONESBORO","AR","CRAIGHEAD"
"72410","ALICIA, AR",,"G",13,"G",106,"G",419,4,"ALICIA","AR","LAWRENCE"
"72411","BAY, AR",,"G",185,"G",1411,"G",5464,24,"BAY","AR","CRAIGHEAD"
"72412","BEECH GROVE, AR","B","D",0,"D",0,"D",0,4,"BEECH GROVE","AR","GREENE"
"72413","BIGGERS, AR","B","D",0,"D",0,"D",0,5,"BIGGERS","AR","RANDOLPH"
"72414","BLACK OAK, AR","A","D",0,"D",0,"D",0,3,"BLACK OAK","AR","CRAIGHEAD"
"72415","BLACK ROCK, AR",,"G",140,"G",931,"G",4067,21,"BLACK ROCK","AR","LAWRENCE"
"72416","BONO, AR",,"H",458,"H",3490,"H",17113,51,"BONO","AR","CRAIGHEAD"
"72417","BROOKLAND, AR",,"G",199,"G",1206,"G",5149,46,"BROOKLAND","AR","CRAIGHEAD"
"72419","CARAWAY, AR",,"G",98,"G",373,"G",1677,19,"CARAWAY","AR","CRAIGHEAD"
"72421","CASH, AR",,"G",84,"G",728,"G",3071,8,"CASH","AR","CRAIGHEAD"
"72422","CORNING, AR",,"G",1132,"G",7831,"G",33831,99,"CORNING","AR","CLAY"
"72425","DELAPLAINE, AR",,"G",22,"G",111,"G",551,5,"DELAPLAINE","AR","GREENE"
"72426","DELL, AR",,"G",33,"G",252,"G",1138,8,"DELL","AR","MISSISSIPPI"
"72428","ETOWAH, AR","A","D",0,"D",0,"D",0,1,"ETOWAH","AR","MISSISSIPPI"
"72429","FISHER, AR","B","D",0,"D",0,"D",0,5,"FISHER","AR","POINSETT"
"72430","GREENWAY, AR",,"G",4,"G",13,"G",86,3,"GREENWAY","AR","CLAY"
"72431","GRUBBS, AR","A","D",0,"D",0,"D",0,3,"GRUBBS","AR","JACKSON"
"72432","HARRISBURG, AR",,"G",719,"G",4500,"G",17924,92,"HARRISBURG","AR","POINSETT"
"72433","HOXIE, AR",,"H",269,"G",1598,"G",6669,38,"HOXIE","AR","LAWRENCE"
"72434","IMBODEN, AR",,"G",200,"G",965,"G",4297,33,"IMBODEN","AR","LAWRENCE"
"72435","KNOBEL, AR",,"G",44,"G",332,"G",1824,7,"KNOBEL","AR","CLAY"
"72436","LAFE, AR",,"G",19,"G",61,"G",310,6,"LAFE","AR","GREENE"
"72437","LAKE CITY, AR",,"G",307,"G",1741,"G",7525,39,"LAKE CITY","AR","CRAIGHEAD"
"72438","LEACHVILLE, AR",,"G",280,"G",1944,"G",9317,39,"LEACHVILLE","AR","MISSISSIPPI"
"72440","LYNN, AR",,"G",43,"G",234,"G",975,8,"LYNN","AR","LAWRENCE"
"72441","MC DOUGAL, AR",,"H",75,"H",410,"G",1626,6,"MC DOUGAL","AR","CLAY"
"72442","MANILA, AR",,"G",538,"H",4281,"H",19808,55,"MANILA","AR","MISSISSIPPI"
"72443","MARMADUKE, AR","F","D",0,"D",0,"D",0,24,"MARMADUKE","AR","GREENE"
"72444","MAYNARD, AR",,"G",53,"G",202,"G",1149,19,"MAYNARD","AR","RANDOLPH"
"72445","MINTURN, AR","A","D",0,"D",0,"D",0,1,"MINTURN","AR","LAWRENCE"
"72447","MONETTE, AR",,"G",378,"H",2929,"H",12128,40,"MONETTE","AR","CRAIGHEAD"
"72450","PARAGOULD, AR",,"G",13560,"G",91998,"G",376900,690,"PARAGOULD","AR","GREENE"
"72451","PARAGOULD, AR",,"H",362,"H",2318,"H",10101,35,"PARAGOULD","AR","GREENE"
"72453","PEACH ORCHARD, AR","A","D",0,"D",0,"D",0,1,"PEACH ORCHARD","AR","CLAY"
"72454","PIGGOTT, AR",,"G",1189,"G",7163,"G",29567,112,"PIGGOTT","AR","CLAY"
"72455","POCAHONTAS, AR",,"G",2994,"G",18374,"G",74894,286,"POCAHONTAS","AR","RANDOLPH"
"72456","POLLARD, AR",,"G",25,"G",159,"G",661,7,"POLLARD","AR","CLAY"
"72457","PORTIA, AR",,"G",107,"G",547,"G",2222,5,"PORTIA","AR","LAWRENCE"
"72458","POWHATAN, AR","A","D",0,"D",0,"D",0,1,"POWHATAN","AR","LAWRENCE"
"72459","RAVENDEN, AR",,"G",61,"H",263,"H",1036,9,"RAVENDEN","AR","LAWRENCE"
"72460","RAVENDEN SPRINGS, AR",,"G",26,"G",155,"G",755,10,"RAVENDEN SPRINGS","AR","RANDOLPH"
"72461","RECTOR, AR",,"G",354,"G",1918,"G",8646,59,"RECTOR","AR","CLAY"
"72462","REYNO, AR",,"G",8,"G",45,"G",174,4,"REYNO","AR","RANDOLPH"
"72464","SAINT FRANCIS, AR","A","D",0,"D",0,"D",0,2,"SAINT FRANCIS","AR","CLAY"
"72465","SEDGWICK, AR","A","D",0,"D",0,"D",0,1,"SEDGWICK","AR","LAWRENCE"
"72466","SMITHVILLE, AR","A","S",0,"H",26,"H",209,5,"SMITHVILLE","AR","LAWRENCE"
"72467","STATE UNIVERSITY, AR",,"H",207,"H",756,"H",3007,13,"STATE UNIVERSITY","AR","CRAIGHEAD"
"72469","STRAWBERRY, AR",,"G",31,"H",118,"H",518,8,"STRAWBERRY","AR","LAWRENCE"
"72470","SUCCESS, AR",,"G",47,"G",302,"H",900,3,"SUCCESS","AR","CLAY"
"72471","SWIFTON, AR","B","S",0,"H",140,"H",524,13,"SWIFTON","AR","JACKSON"
"72472","TRUMANN, AR",,"G",1632,"G",11137,"G",44328,126,"TRUMANN","AR","POINSETT"
"72473","TUCKERMAN, AR",,"G",113,"G",675,"G",3009,25,"TUCKERMAN","AR","JACKSON"
"72474","WALCOTT, AR","A","S",0,"S",0,"G",19,3,"WALCOTT","AR","GREENE"
"72475","WALDENBURG, AR",,"G",120,"G",934,"G",4601,10,"WALDENBURG","AR","POINSETT"
"72476","WALNUT RIDGE, AR",,"G",2046,"G",13768,"G",56700,156,"WALNUT RIDGE","AR","LAWRENCE"
"72478","WARM SPRINGS, AR","C","D",0,"D",0,"D",0,5,"WARM SPRINGS","AR","RANDOLPH"
"72479","WEINER, AR",,"G",224,"G",5210,"G",16927,33,"WEINER","AR","POINSETT"
"72482","WILLIFORD, AR","A","S",0,"H",66,"H",307,4,"WILLIFORD","AR","SHARP"
"72501","BATESVILLE, AR",,"H",13459,"H",101696,"H",412198,646,"BATESVILLE","AR","INDEPENDENCE"
"72503","BATESVILLE, AR",,"H",536,"H",3196,"G",12950,28,"BATESVILLE","AR","INDEPENDENCE"
"72512","HORSESHOE BEND, AR",,"H",280,"G",1174,"G",4825,36,"HORSESHOE BEND","AR","IZARD"
"72513","ASH FLAT, AR",,"H",1122,"H",6256,"H",26543,82,"ASH FLAT","AR","SHARP"
"72517","BROCKWELL, AR",,"G",9,"G",37,"G",176,3,"BROCKWELL","AR","IZARD"
"72519","CALICO ROCK, AR",,"G",404,"G",1986,"G",11177,46,"CALICO ROCK","AR","IZARD"
"72520","CAMP, AR","A","D",0,"D",0,"D",0,1,"CAMP","AR","FULTON"
"72521","CAVE CITY, AR",,"G",448,"G",2193,"G",9016,51,"CAVE CITY","AR","SHARP"
"72522","CHARLOTTE, AR",,"H",27,"H",79,"H",358,4,"CHARLOTTE","AR","INDEPENDENCE"
"72523","CONCORD, AR","B","D",0,"D",0,"D",0,3,"CONCORD","AR","CLEBURNE"
"72524","CORD, AR",,"H",89,"S",0,"H",2226,10,"CORD","AR","INDEPENDENCE"
"72525","CHEROKEE VILLAGE, AR",,"G",46,"G",124,"G",482,12,"CHEROKEE VILLAGE","AR","SHARP"
"72526","CUSHMAN, AR","A","D",0,"D",0,"D",0,1,"CUSHMAN","AR","INDEPENDENCE"
"72527","DESHA, AR","A","D",0,"D",0,"D",0,2,"DESHA","AR","INDEPENDENCE"
"72528","DOLPH, AR","A","D",0,"D",0,"D",0,1,"DOLPH","AR","IZARD"
"72529","CHEROKEE VILLAGE, AR",,"G",208,"G",1123,"G",4745,36,"CHEROKEE VILLAGE","AR","SHARP"
"72530","DRASCO, AR",,"G",77,"H",292,"G",1348,18,"DRASCO","AR","CLEBURNE"
"72531","ELIZABETH, AR",,"G",7,"H",37,"H",154,3,"ELIZABETH","AR","FULTON"
"72532","EVENING SHADE, AR",,"G",74,"G",254,"G",1491,15,"EVENING SHADE","AR","SHARP"
"72533","FIFTY SIX, AR","A","D",0,"D",0,"D",0,1,"FIFTY SIX","AR","STONE"
"72534","FLORAL, AR",,"H",84,"H",542,"H",2123,10,"FLORAL","AR","INDEPENDENCE"
"72536","FRANKLIN, AR",,"G",56,"G",304,"G",1167,9,"FRANKLIN","AR","IZARD"
"72537","GAMALIEL, AR",,"G",29,"H",261,"G",1387,6,"GAMALIEL","AR","BAXTER"
"72538","GEPP, AR","A","D",0,"D",0,"D",0,1,"GEPP","AR","FULTON"
"72539","GLENCOE, AR","A","D",0,"D",0,"D",0,5,"GLENCOE","AR","FULTON"
"72540","GUION, AR","C","D",0,"D",0,"D",0,2,"GUION","AR","IZARD"
"72542","HARDY, AR",,"H",781,"H",4335,"H",17986,133,"HARDY","AR","SHARP"
"72543","HEBER SPRINGS, AR",,"G",4768,"H",29913,"H",124533,369,"HEBER SPRINGS","AR","CLEBURNE"
"72544","HENDERSON, AR",,"G",35,"H",100,"H",427,9,"HENDERSON","AR","BAXTER"
"72546","IDA, AR",,"G",6,"H",37,"H",183,3,"IDA","AR","CLEBURNE"
"72550","LOCUST GROVE, AR",,"G",52,"G",708,"G",2129,8,"LOCUST GROVE","AR","INDEPENDENCE"
"72553","MAGNESS, AR",,"G",5,"G",19,"G",72,3,"MAGNESS","AR","INDEPENDENCE"
"72554","MAMMOTH SPRING, AR",,"H",190,"H",899,"H",4080,38,"MAMMOTH SPRING","AR","FULTON"
"72555","MARCELLA, AR","A","D",0,"D",0,"D",0,1,"MARCELLA","AR","STONE"
"72556","MELBOURNE, AR",,"G",838,"G",5526,"G",24028,88,"MELBOURNE","AR","IZARD"
"72560","MOUNTAIN VIEW, AR",,"H",2000,"H",10746,"H",46180,211,"MOUNTAIN VIEW","AR","STONE"
"72561","MOUNT PLEASANT, AR",,"G",77,"G",703,"G",2188,9,"MOUNT PLEASANT","AR","IZARD"
"72562","NEWARK, AR","F","D",0,"D",0,"D",0,24,"NEWARK","AR","INDEPENDENCE"
"72564","OIL TROUGH, AR",,"G",20,"G",200,"G",702,4,"OIL TROUGH","AR","INDEPENDENCE"
"72565","OXFORD, AR","B","D",0,"D",0,"D",0,6,"OXFORD","AR","IZARD"
"72566","PINEVILLE, AR",,"G",18,"G",87,"G",305,7,"PINEVILLE","AR","IZARD"
"72567","PLEASANT GROVE, AR","A","D",0,"D",0,"D",0,2,"PLEASANT GROVE","AR","STONE"
"72568","PLEASANT PLAINS, AR",,"G",104,"G",343,"G",1230,18,"PLEASANT PLAINS","AR","INDEPENDENCE"
"72569","POUGHKEEPSIE, AR","B","D",0,"D",0,"D",0,2,"POUGHKEEPSIE","AR","SHARP"
"72571","ROSIE, AR","A","D",0,"D",0,"D",0,2,"ROSIE","AR","INDEPENDENCE"
"72572","SAFFELL, AR","A","D",0,"D",0,"D",0,3,"SAFFELL","AR","LAWRENCE"
"72573","SAGE, AR","A","D",0,"D",0,"D",0,2,"SAGE","AR","IZARD"
"72576","SALEM, AR",,"G",961,"G",5928,"G",24557,84,"SALEM","AR","FULTON"
"72577","SIDNEY, AR","A","D",0,"D",0,"D",0,1,"SIDNEY","AR","SHARP"
"72578","STURKIE, AR","A","D",0,"D",0,"D",0,1,"STURKIE","AR","FULTON"
"72579","SULPHUR ROCK, AR","B","D",0,"D",0,"D",0,9,"SULPHUR ROCK","AR","INDEPENDENCE"
"72581","TUMBLING SHOALS, AR",,"G",38,"G",287,"G",938,13,"TUMBLING SHOALS","AR","CLEBURNE"
"72583","VIOLA, AR","B","D",0,"D",0,"D",0,10,"VIOLA","AR","FULTON"
"72584","VIOLET HILL, AR","A","D",0,"D",0,"D",0,2,"VIOLET HILL","AR","IZARD"
"72585","WIDEMAN, AR","A","D",0,"D",0,"D",0,1,"WIDEMAN","AR","IZARD"
"72601","HARRISON, AR",,"G",11542,"G",88484,"G",374536,784,"HARRISON","AR","BOONE"
"72602","HARRISON, AR",,"G",325,"G",1957,"G",6155,27,"HARRISON","AR","BOONE"
"72611","ALPENA, AR","B","D",0,"D",0,"D",0,13,"ALPENA","AR","BOONE"
"72615","BERGMAN, AR",,"G",76,"G",599,"G",2265,6,"BERGMAN","AR","BOONE"
"72616","BERRYVILLE, AR",,"G",4358,"G",29204,"G",124468,242,"BERRYVILLE","AR","CARROLL"
"72617","BIG FLAT, AR",,"G",19,"G",62,"G",226,5,"BIG FLAT","AR","BAXTER"
"72619","BULL SHOALS, AR",,"G",248,"G",1175,"G",5023,42,"BULL SHOALS","AR","MARION"
"72623","CLARKRIDGE, AR","A","D",0,"D",0,"D",0,2,"CLARKRIDGE","AR","BAXTER"
"72624","COMPTON, AR","B","D",0,"D",0,"D",0,2,"COMPTON","AR","NEWTON"
"72626","COTTER, AR",,"G",47,"G",252,"G",1156,17,"COTTER","AR","BAXTER"
"72628","DEER, AR",,"G",25,"G",174,"G",719,8,"DEER","AR","NEWTON"
"72629","DENNARD, AR","B","D",0,"D",0,"D",0,5,"DENNARD","AR","VAN BUREN"
"72630","DIAMOND CITY, AR",,"G",6,"H",24,"H",205,3,"DIAMOND CITY","AR","BOONE"
"72631","EUREKA SPRINGS, AR",,"G",287,"G",1478,"G",6313,77,"EUREKA SPRINGS","AR","CARROLL"
"72632","EUREKA SPRINGS, AR",,"G",1622,"G",6817,"G",33854,273,"EUREKA SPRINGS","AR","CARROLL"
"72633","EVERTON, AR","B","S",0,"G",134,"G",539,9,"EVERTON","AR","BOONE"
"72634","FLIPPIN, AR",,"H",2171,"H",13204,"H",58190,83,"FLIPPIN","AR","MARION"
"72635","GASSVILLE, AR",,"H",351,"G",1711,"G",8028,51,"GASSVILLE","AR","BAXTER"
"72636","GILBERT, AR","A","D",0,"D",0,"D",0,2,"GILBERT","AR","SEARCY"
"72638","GREEN FOREST, AR",,"G",1889,"G",11939,"G",51009,78,"GREEN FOREST","AR","CARROLL"
"72639","HARRIET, AR","B","D",0,"D",0,"D",0,4,"HARRIET","AR","SEARCY"
"72640","HASTY, AR","A","D",0,"D",0,"D",0,3,"HASTY","AR","NEWTON"
"72641","JASPER, AR",,"G",432,"G",1912,"G",8559,49,"JASPER","AR","NEWTON"
"72642","LAKEVIEW, AR","C","D",0,"D",0,"D",0,16,"LAKEVIEW","AR","BAXTER"
"72644","LEAD HILL, AR",,"H",148,"S",0,"H",3630,19,"LEAD HILL","AR","BOONE"
"72645","LESLIE, AR",,"G",71,"H",335,"H",1735,18,"LESLIE","AR","SEARCY"
"72648","MARBLE FALLS, AR","A","D",0,"D",0,"D",0,2,"MARBLE FALLS","AR","NEWTON"
"72650","MARSHALL, AR",,"G",816,"G",3944,"G",16085,83,"MARSHALL","AR","SEARCY"
"72651","MIDWAY, AR",,"G",356,"H",2470,"H",11791,37,"MIDWAY","AR","BAXTER"
"72653","MOUNTAIN HOME, AR",,"G",11255,"G",83302,"G",371657,856,"MOUNTAIN HOME","AR","BAXTER"
"72654","MOUNTAIN HOME, AR",,"H",275,"G",1949,"G",8105,31,"MOUNTAIN HOME","AR","BAXTER"
"72655","MOUNT JUDEA, AR","A","S",0,"H",34,"H",184,3,"MOUNT JUDEA","AR","NEWTON"
"72657","TIMBO, AR","A","D",0,"D",0,"D",0,1,"TIMBO","AR","STONE"
"72658","NORFORK, AR",,"G",125,"G",802,"G",4031,24,"NORFORK","AR","BAXTER"
"72660","OAK GROVE, AR",,"G",20,"G",80,"G",393,6,"OAK GROVE","AR","CARROLL"
"72661","OAKLAND, AR",,"G",4,"G",15,"G",62,4,"OAKLAND","AR","MARION"
"72662","OMAHA, AR","B","S",0,"H",231,"G",1161,13,"OMAHA","AR","BOONE"
"72663","ONIA, AR",,"G",16,"G",73,"G",292,4,"ONIA","AR","STONE"
"72666","PARTHENON, AR","A","D",0,"D",0,"D",0,2,"PARTHENON","AR","NEWTON"
"72668","PEEL, AR","A","D",0,"D",0,"D",0,3,"PEEL","AR","MARION"
"72669","PINDALL, AR","A","D",0,"D",0,"D",0,1,"PINDALL","AR","SEARCY"
"72670","PONCA, AR","B","S",0,"H",196,"H",859,7,"PONCA","AR","NEWTON"
"72672","PYATT, AR",,"G",12,"G",42,"G",149,4,"PYATT","AR","MARION"
"72675","SAINT JOE, AR",,"G",103,"G",407,"G",1877,15,"SAINT JOE","AR","SEARCY"
"72677","SUMMIT, AR",,"G",34,"G",128,"G",537,7,"SUMMIT","AR","MARION"
"72679","TILLY, AR","E","D",0,"D",0,"D",0,2,"TILLY","AR","POPE"
"72680","TIMBO, AR","A","D",0,"D",0,"D",0,5,"TIMBO","AR","STONE"
"72682","VALLEY SPRINGS, AR",,"G",38,"H",258,"H",1059,5,"VALLEY SPRINGS","AR","BOONE"
"72683","VENDOR, AR","A","D",0,"D",0,"D",0,1,"VENDOR","AR","NEWTON"
"72685","WESTERN GROVE, AR",,"G",36,"G",145,"G",694,12,"WESTERN GROVE","AR","NEWTON"
"72687","YELLVILLE, AR",,"G",526,"G",3171,"G",13139,78,"YELLVILLE","AR","MARION"
"72701","FAYETTEVILLE, AR",,"G",13333,"G",100211,"G",416150,1008,"FAYETTEVILLE","AR","WASHINGTON"
"72702","FAYETTEVILLE, AR",,"H",741,"H",6010,"H",24588,57,"FAYETTEVILLE","AR","WASHINGTON"
"72703","FAYETTEVILLE, AR",,"G",20841,"G",170551,"G",722089,1219,"FAYETTEVILLE","AR","WASHINGTON"
"72704","FAYETTEVILLE, AR",,"G",4723,"G",32433,"G",138023,337,"FAYETTEVILLE","AR","WASHINGTON"
"72711","AVOCA, AR","A","D",0,"D",0,"D",0,1,"AVOCA","AR","BENTON"
"72712","BENTONVILLE, AR",,"H",26860,"H",423301,"H",1465143,1517,"BENTONVILLE","AR","BENTON"
"72714","BELLA VISTA, AR",,"G",1017,"G",6016,"G",25889,177,"BELLA VISTA","AR","BENTON"
"72715","BELLA VISTA, AR",,"H",872,"G",5465,"G",23279,103,"BELLA VISTA","AR","BENTON"
"72716","BENTONVILLE, AR","J","D",0,"D",0,"D",0,520,"BENTONVILLE","AR","BENTON"
"72717","CANEHILL, AR",,"G",9,"G",48,"G",202,6,"CANEHILL","AR","WASHINGTON"
"72718","CAVE SPRINGS, AR","B","S",0,"H",492,"H",2043,29,"CAVE SPRINGS","AR","BENTON"
"72719","CENTERTON, AR",,"G",609,"G",3438,"G",14403,65,"CENTERTON","AR","BENTON"
"72721","COMBS, AR",,"H",22,"H",148,"H",621,5,"COMBS","AR","MADISON"
"72722","DECATUR, AR",,"H",480,"H",2982,"H",11046,26,"DECATUR","AR","BENTON"
"72727","ELKINS, AR",,"H",192,"G",950,"G",4299,41,"ELKINS","AR","WASHINGTON"
"72728","ELM SPRINGS, AR","C","D",0,"D",0,"D",0,9,"ELM SPRINGS","AR","WASHINGTON"
"72729","EVANSVILLE, AR","A","D",0,"D",0,"D",0,2,"EVANSVILLE","AR","WASHINGTON"
"72730","FARMINGTON, AR",,"G",787,"G",4551,"G",18774,123,"FARMINGTON","AR","WASHINGTON"
"72732","GARFIELD, AR",,"G",269,"G",1365,"G",6538,58,"GARFIELD","AR","BENTON"
"72733","GATEWAY, AR","A","D",0,"D",0,"D",0,2,"GATEWAY","AR","BENTON"
"72734","GENTRY, AR",,"G",1080,"G",8007,"G",33429,102,"GENTRY","AR","BENTON"
"72735","GOSHEN, AR","A","S",0,"S",0,"H",193,3,"GOSHEN","AR","WASHINGTON"
"72736","GRAVETTE, AR",,"G",842,"G",7816,"G",34933,81,"GRAVETTE","AR","BENTON"
"72737","GREENLAND, AR","A","D",0,"D",0,"D",0,3,"GREENLAND","AR","WASHINGTON"
"72738","HINDSVILLE, AR",,"G",224,"G",1403,"G",6063,16,"HINDSVILLE","AR","MADISON"
"72739","HIWASSE, AR","C","D",0,"D",0,"D",0,12,"HIWASSE","AR","BENTON"
"72740","HUNTSVILLE, AR",,"G",2077,"G",13370,"G",56926,145,"HUNTSVILLE","AR","MADISON"
"72741","JOHNSON, AR",,"G",239,"G",2030,"G",8424,17,"JOHNSON","AR","WASHINGTON"
"72742","KINGSTON, AR","A","D",0,"D",0,"D",0,6,"KINGSTON","AR","MADISON"
"72744","LINCOLN, AR",,"H",305,"H",1789,"H",7767,60,"LINCOLN","AR","WASHINGTON"
"72745","LOWELL, AR",,"H",9491,"H",130738,"H",499322,260,"LOWELL","AR","BENTON"
"72747","MAYSVILLE, AR","A","D",0,"D",0,"D",0,1,"MAYSVILLE","AR","BENTON"
"72749","MORROW, AR",,"G",44,"G",265,"G",1246,3,"MORROW","AR","WASHINGTON"
"72751","PEA RIDGE, AR",,"H",384,"G",1725,"G",7135,69,"PEA RIDGE","AR","BENTON"
"72752","PETTIGREW, AR","A","D",0,"D",0,"D",0,1,"PETTIGREW","AR","MADISON"
"72753","PRAIRIE GROVE, AR",,"G",714,"G",5807,"G",23727,102,"PRAIRIE GROVE","AR","WASHINGTON"
"72756","ROGERS, AR",,"G",17453,"G",146433,"G",582126,1041,"ROGERS","AR","BENTON"
"72757","ROGERS, AR",,"G",477,"G",3429,"G",15159,32,"ROGERS","AR","BENTON"
"72758","ROGERS, AR",,"G",10883,"G",96023,"G",407309,728,"ROGERS","AR","BENTON"
"72760","SAINT PAUL, AR","B","D",0,"D",0,"D",0,3,"SAINT PAUL","AR","MADISON"
"72761","SILOAM SPRINGS, AR",,"G",8944,"G",70555,"G",270897,455,"SILOAM SPRINGS","AR","BENTON"
"72762","SPRINGDALE, AR",,"G",10082,"G",91416,"G",400951,764,"SPRINGDALE","AR","WASHINGTON"
"72764","SPRINGDALE, AR",,"G",22610,"G",210153,"G",843927,1063,"SPRINGDALE","AR","WASHINGTON"
"72765","SPRINGDALE, AR",,"G",874,"G",7544,"G",31727,48,"SPRINGDALE","AR","WASHINGTON"
"72766","SPRINGDALE, AR",,"H",332,"G",2540,"G",11955,35,"SPRINGDALE","AR","WASHINGTON"
"72768","SULPHUR SPRINGS, AR",,"G",50,"G",284,"G",1146,8,"SULPHUR SPRINGS","AR","BENTON"
"72769","SUMMERS, AR","A","D",0,"D",0,"D",0,4,"SUMMERS","AR","WASHINGTON"
"72770","TONTITOWN, AR",,"H",3804,"H",30614,"H",125185,52,"TONTITOWN","AR","WASHINGTON"
"72773","WESLEY, AR",,"G",53,"G",184,"G",762,12,"WESLEY","AR","MADISON"
"72774","WEST FORK, AR",,"G",256,"G",1338,"G",5716,61,"WEST FORK","AR","WASHINGTON"
"72776","WITTER, AR","A","D",0,"D",0,"D",0,1,"WITTER","AR","MADISON"
"72801","RUSSELLVILLE, AR",,"G",11189,"H",101117,"H",377072,753,"RUSSELLVILLE","AR","POPE"
"72802","RUSSELLVILLE, AR",,"G",9236,"G",68663,"G",279698,456,"RUSSELLVILLE","AR","POPE"
"72811","RUSSELLVILLE, AR",,"G",697,"G",5120,"G",18793,44,"RUSSELLVILLE","AR","POPE"
"72812","RUSSELLVILLE, AR",,"G",106,"G",602,"G",1745,8,"RUSSELLVILLE","AR","POPE"
"72820","ALIX, AR","B","D",0,"D",0,"D",0,2,"ALIX","AR","FRANKLIN"
"72821","ALTUS, AR",,"H",131,"G",640,"G",3269,24,"ALTUS","AR","FRANKLIN"
"72823","ATKINS, AR",,"G",921,"G",4507,"G",19131,94,"ATKINS","AR","POPE"
"72824","BELLEVILLE, AR",,"G",47,"G",228,"G",1055,11,"BELLEVILLE","AR","YELL"
"72828","BRIGGSVILLE, AR","A","D",0,"D",0,"D",0,2,"BRIGGSVILLE","AR","YELL"
"72829","CENTERVILLE, AR","B","D",0,"D",0,"D",0,4,"CENTERVILLE","AR","YELL"
"72830","CLARKSVILLE, AR",,"G",6939,"G",42936,"G",176958,319,"CLARKSVILLE","AR","JOHNSON"
"72832","COAL HILL, AR","B","D",0,"D",0,"D",0,9,"COAL HILL","AR","JOHNSON"
"72833","DANVILLE, AR",,"G",1997,"G",13268,"G",55139,101,"DANVILLE","AR","YELL"
"72834","DARDANELLE, AR",,"G",2419,"G",15000,"G",61612,140,"DARDANELLE","AR","YELL"
"72835","DELAWARE, AR",,"G",29,"G",485,"G",1805,6,"DELAWARE","AR","LOGAN"
"72837","DOVER, AR",,"G",413,"G",2368,"G",10364,81,"DOVER","AR","POPE"
"72839","HAGARVILLE, AR","A","S",0,"S",0,"G",67,4,"HAGARVILLE","AR","JOHNSON"
"72840","HARTMAN, AR",,"H",86,"H",1061,"H",4020,7,"HARTMAN","AR","JOHNSON"
"72841","HARVEY, AR","B","D",0,"D",0,"D",0,3,"HARVEY","AR","SCOTT"
"72842","HAVANA, AR",,"G",40,"G",133,"G",575,15,"HAVANA","AR","YELL"
"72843","HECTOR, AR",,"H",98,"H",564,"H",2228,20,"HECTOR","AR","POPE"
"72845","KNOXVILLE, AR",,"G",235,"G",1765,"G",7911,21,"KNOXVILLE","AR","JOHNSON"
"72846","LAMAR, AR","C","S",0,"S",0,"H",3007,22,"LAMAR","AR","JOHNSON"
